1001,日経２２５,0,1,0,0,0,0,0,0,0,0
1776,三井住建道路(株),13,2,18555000,2.00,7.42,0.49,15.49,236.98,1000,0,2011-3,2011-5-13,12,28507,612,633,287,15.49,0,241.30,18908,4476,1329,0,23.7,0,1.48,6.60,3.26
1777,川崎設備工業(株),13,10,12000000,5.00,5.94,0.47,21.73,272.55,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,古河総合設備(株),13,2,12877500,3.00,9.38,0.53,19.20,337.11,1000,0,2009-3,2009-4-30,12,25398,492,430,247,19.20,0,337.11,19057,4341,1817,6073,22.8,0,1.25,5.79,2.18
1779,松本建工(株),13,4,7930383,0.00,-0.01,0,0,373.58,1000,0,2008-3,2008-5-23,12,12692,-278,-518,-1007,-127.58,0,366.30,17150,2891,1063,8830,16.9,0,-5.50,-26.50,-2.83
1780,(株)ヤマウラ,13,1 9,21103514,5.00,9.38,0.48,23.36,452.55,500,1,2011-9,2011-11-14,12,18977,743,830,477,23.36,0,452.55,16458,9245,2888,1800,56.2,0,2.92,5.27,5.09
1782,常磐開発(株),13,4,7850000,0.00,0,0.64,-49.90,217.21,1000,0,2011-3,2011-5-20,12,10495,86,58,-391,-49.90,0,206.11,9096,1618,583,4141,17.8,0,-3.96,-21.54,0.59
1783,(株)Ａ．Ｃホールディングス,13,4,42442851,0.00,3.05,0.15,9.84,197.88,100,1,2011-9,2011-11-15,12,2882,-564,-512,398,9.84,0,197.88,9141,8002,3500,0,87.5,0,4.45,5.09,-5.72
1786,オリエンタル白石(株),13,1,33194920,9.50,0,0,0,466.82,100,0,2008-3,2008-5-23,12,89537,-6001,-6454,-9732,-327.94,0,470.21,96932,15392,3000,15926,15.9,0,-12.27,-50.16,-8.14
1787,(株)ナカボーテック,13,4,5205000,30.00,17.90,0.73,37.44,923.39,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,(株)三東工業社,13,4,6860000,4.00,0,0.29,-6.24,361.29,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,山加電業(株),13,4,6375284,4.00,9.57,0.58,18.60,308.85,100,0,2011-9,2011-11-10,12,3704,168,206,118,18.60,0,308.85,2820,1967,989,70,69.8,0,3.68,6.14,6.43
1793,(株)大本組,13,4,31704400,11.50,6.58,0.23,54.69,1553.05,1000,0,2011-3,2011-5-13,12,78940,2058,2203,1680,54.69,0,1552.90,80503,47722,5296,0,59.3,0,2.26,3.56,2.96
1795,(株)マサル,13,4,4505757,4.00,29.95,0.43,8.48,585.71,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,(株)守谷商会,13,4,11300000,5.00,4.63,0.24,30.22,581.25,1000,0,2011-3,2011-5-13,12,30765,286,336,331,30.22,0,582.66,19656,6382,1712,1000,32.5,0,1.60,5.30,1.63
1799,第一建設工業(株),13,4,20858491,17.50,6.14,0.40,111.45,1714.08,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,大成建設(株),13,1 6 9,1140268860,5.00,21.40,0.82,9.58,251.44,1000,1,2011-3,2011-5-11,12,1218118,36294,24043,10883,9.58,9.56,253.94,1395493,289389,112448,472032,20.7,0,0.75,3.78,1.66
1802,(株)大林組,13,1 6 11,721509646,8.00,15.61,0.74,21.46,452.14,1000,0,2011-3,2011-5-13,12,1131864,23174,22207,15423,21.46,0,453.52,1505697,325936,57752,409259,21.6,0,1.00,4.62,1.43
1803,清水建設(株),13,1 6 9,788514613,7.00,23.28,0.87,13.83,370.53,1000,1,2011-3,2011-5-13,12,1303755,20175,18815,10848,13.83,13.80,373.99,1423613,293476,74365,393502,20.6,0,0.73,3.63,1.26
1805,飛島建設(株),13,1,122687794,0,0,0,0,0,100,0,2011-3,2011-5-13,12,115896,-3288,-4533,-7314,-12.15,0,-10.50,91286,11012,5519,17340,12.1,0,-7.87,-49.86,-4.88
1807,(株)佐藤渡辺,13,4,15978500,1.50,28.20,0.28,3.44,348.66,1000,0,2011-3,2011-5-16,12,32450,221,138,54,3.44,0,361.60,25343,5770,1751,5972,22.8,0,0.20,0.93,0.51
1808,(株)長谷工コーポレーション,13,1 6,1503971989,0.00,8.43,1.41,6.29,37.72,500,1,2011-3,2011-5-12,12,440429,23327,19138,10137,6.29,5.02,34.36,457487,97330,57500,220031,21.3,0,2.26,10.71,4.27
1810,松井建設(株),13,1,30580000,8.00,40.20,0.48,7.86,653.52,1000,0,2011-3,2011-5-12,12,74865,492,778,240,7.86,0,649.70,49577,19836,4000,400,40.0,0,0.46,1.21,1.48
1811,(株)錢高組,13,6,73531406,0.00,0,0.30,-34.48,363.48,1000,0,2011-3,2011-5-12,12,128161,-1963,-2264,-2478,-34.48,0,396.85,156697,28529,3695,42562,18.2,0,-1.47,-8.03,-1.35
1812,鹿島,13,1 6 9,1057312022,6.00,9.73,1.00,24.87,241.89,1000,0,2011-3,2011-5-13,12,1325679,17272,17502,25844,24.87,0,243.35,1644962,252886,81447,558973,15.4,0,1.50,10.04,1.02
1813,(株)不動テトラ,13,1,182025228,0.00,0,2.24,-0.27,69.62,100,0,2011-3,2011-5-13,12,56051,86,404,-44,-0.27,0,76.45,43878,12575,5000,9481,28.7,0,-0.10,-0.35,0.90
1814,大末建設(株),13,1 6,106142250,0.00,14.53,0.96,2.96,45.01,1000,0,2011-3,2011-5-10,12,49050,1206,847,311,2.96,0,48.41,35961,5085,5307,15566,14.1,0,0.83,6.27,2.27
1815,鉄建,13,1,156689563,2.00,9.45,0.48,9.52,187.59,1000,0,2011-3,2011-5-13,12,130831,2063,1938,1486,9.52,0,193.17,152763,30164,18293,48186,19.7,0,0.97,4.89,1.26
