13.0,14.0,15.0,16.0,17.0
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
1000000,1000000,1000000,1000000,1000000
