2009-06-17 00:00:00,30699,31350
2009-06-19 00:00:00,30699,30000
2010-06-30 00:00:00,35508,30000
2010-07-06 00:00:00,35508,35700
2010-12-08 00:00:00,31401,35700
2011-07-29 00:00:00,31401,27040
2011-11-01 00:00:00,25244,27040
